source,category,qid,type,question,optionA,optionB,optionC,optionD,optionE,optionF,correct,feedback,tags
hlthcr,5. How It All Connects,Q-CRS-057,mc,What role does a healthcare clearinghouse play in the claims process?,It directly pays providers for services rendered,It converts non-standard claim data into standard HIPAA formats for submission to payors,It determines whether a patient is eligible for coverage,It assigns diagnosis and procedure codes to patient encounters,,,B,"A healthcare clearinghouse receives claims and other transactions from providers, converts them from non-standard formats into the standardized electronic formats required by HIPAA, and forwards them to the appropriate payor.",HIPAA;basic
hlthcr,5. How It All Connects,Q-CRS-058,mc,Which of the following entities is NOT a HIPAA covered entity?,A commercial health insurance company,A hospital that submits claims electronically,A healthcare clearinghouse,A life insurance company that does not handle health information,,,D,"HIPAA covered entities are health plans, health care providers who transmit transactions electronically, and clearinghouses. A life insurance company that does not handle health information is not a covered entity.",
hlthcr,5. How It All Connects,Q-CRS-059,mc,Which of the following is an example of protected health information (PHI)?,A patient's name linked to their diagnosis in a medical record,Aggregate hospital admission statistics with no individual identifiers,A provider's office address published on their website,The total revenue of a health plan reported in annual filings,,,A,"PHI is any data relating to a person's health condition, care, or payment for care that can identify the individual — such as a name linked to a diagnosis.",
hlthcr,5. How It All Connects,Q-CRS-060,mc,"Under HIPAA, which set of purposes allows a covered entity to share PHI without patient authorization?","Marketing, fundraising, and research","Treatment, payment, and health care operations (TPO)","Employment, insurance underwriting, and law enforcement","Education, media reporting, and public relations",,,B,"HIPAA allows covered entities to share PHI without patient authorization for treatment, payment, and health care operations (TPO).",
hlthcr,5. How It All Connects,Q-CRS-061,mc,What does HIPAA's minimum necessary standard require?,That covered entities use the minimum number of staff to handle PHI,That PHI disclosures be limited to the smallest amount of information needed for the purpose,That patients provide the minimum amount of personal information at check-in,That providers use the fewest possible procedure codes on a claim,,,B,The minimum necessary standard requires covered entities to limit PHI use and disclosure to the smallest amount needed to accomplish the intended purpose.,
hlthcr,5. How It All Connects,Q-CRS-062,mc,A hospital sends a patient's complete medical record to an insurance company that only requested lab results for a specific claim. Which HIPAA principle does this violate?,The right of access rule,The minimum necessary standard,The breach notification rule,The TPO exception,,,B,"Sending the complete medical record when only lab results were needed violates the minimum necessary standard, which requires limiting PHI to the smallest amount needed.",
hlthcr,5. How It All Connects,Q-CRS-063,mc,Within how many days must a covered entity provide a patient with copies of their health records after receiving a request?,7 days,14 days,30 days,90 days,,,C,"Under HIPAA, covered entities must provide patients with access to their health records within 30 days of request.",
hlthcr,5. How It All Connects,Q-CRS-064,mc,"Under HIPAA, patients have the right to do which of the following with their health records?",Delete any records they disagree with,Access their records and request corrections,Sell their records to third-party researchers,Prevent their provider from documenting any care,,,B,Patients have the right under HIPAA to access and obtain copies of their health records and to request corrections.,
hlthcr,5. How It All Connects,Q-CRS-065,mc,Which HIPAA standard transaction is used for claims submission?,835,837,270,278,,,B,The 837 transaction is the HIPAA standard for electronic claims submission.,
hlthcr,5. How It All Connects,Q-CRS-066,mc,Which HIPAA standard transaction is used for remittance advice (payment details)?,837,270,835,276,,,C,"The 835 transaction is the HIPAA standard for electronic remittance advice, which details payment information from the payor to the provider.",
hlthcr,5. How It All Connects,Q-CRS-067,mc,Which pair of HIPAA transactions covers eligibility verification?,837 and 835,270 and 271,276 and 277,278 and 279,,,B,"The 270 transaction is the eligibility inquiry, and the 271 is the eligibility response.",
hlthcr,5. How It All Connects,Q-CRS-068,mc,Which HIPAA transaction pair is used for claim status inquiries and responses?,270 and 271,837 and 835,276 and 277,278 and 835,,,C,"The 276 transaction is the claim status inquiry, and the 277 is the claim status response.",
hlthcr,5. How It All Connects,Q-CRS-069,mc,What is the HIPAA 278 transaction used for?,Claims submission,Remittance advice,Referral authorization,Eligibility verification,,,C,The 278 transaction is the HIPAA standard for referral authorization requests and responses.,
hlthcr,5. How It All Connects,Q-CRS-070,mc,Which organizations use the ASC X12 Version 5010 standard?,Only Medicare and Medicaid,"Providers, payors, and clearinghouses nationwide",Only hospitals with more than 100 beds,Only clearinghouses that process government claims,,,B,"ASC X12 Version 5010 is used by providers, payors, and clearinghouses nationwide as the HIPAA-adopted standard for electronic transactions.",
hlthcr,5. How It All Connects,Q-CRS-071,mc,What is the primary benefit of standardized electronic transaction formats in healthcare?,They allow patients to submit their own claims directly to the government,They enable any provider to submit a claim to any health plan using the same data structure,They eliminate the need for diagnosis and procedure codes,They allow payors to set their own unique claim formats,,,B,Standardized formats enable interoperability — any provider can communicate with any health plan using the same data structure.,
hlthcr,5. How It All Connects,Q-CRS-072,mc,"In the basic claims flow, what is the payor's role?",To deliver care to the patient,To convert claims into standard formats,To process the claim and issue payment to the provider,To schedule the patient's appointment,,,C,"In the claims flow, the payor (health plan) receives the claim, processes it through adjudication, and issues payment.",
hlthcr,5. How It All Connects,Q-CRS-073,mc,Which coding system is used for diagnosis codes on a healthcare claim?,CPT,HCPCS Level II,ICD-10-CM,ASC X12,,,C,"ICD-10-CM is the coding system used for diagnosis codes, describing the clinical reason care was needed.",
hlthcr,5. How It All Connects,Q-CRS-074,mc,Which coding systems are used for procedure codes on healthcare claims?,ICD-10-CM and ICD-10-PCS only,CPT and HCPCS,NPI and EIN,837 and 835,,,B,"CPT and HCPCS codes describe the procedures and services performed, and are paired with ICD-10-CM diagnosis codes on claims.",
hlthcr,5. How It All Connects,Q-CRS-075,mc,"If a provider submits a claim with a diagnosis code that does not support the procedure code according to the payor's coverage policy, what is the likely result?",The claim is approved at a higher rate,The claim may be denied for lack of medical necessity,The payor automatically changes the diagnosis code,The clearinghouse removes the procedure code before forwarding,,,B,"If the diagnosis does not support the procedure according to coverage policy, the payor may deny the claim for lack of medical necessity.",
hlthcr,5. How It All Connects,Q-CRS-076,mc,Why is it important for patients to understand that an EOB is not a bill?,Because the EOB shows more than the patient owes — it includes how the plan processed the entire claim,Because the EOB requires immediate payment to the health plan,Because the EOB replaces the provider's bill entirely,Because the EOB can be used as a tax deduction receipt,,,A,"An EOB is a summary of how the plan processed the claim, showing charges, allowed amounts, plan payments, and patient responsibility. Patients should compare it to the actual bill from the provider.",
hlthcr,5. How It All Connects,Q-CRS-077,mc,"What changed about eligibility verification on January 1, 2013?",Eligibility verification was no longer required for Medicare patients,HIPAA operating rules began requiring health plans to respond to eligibility inquiries in real time,Providers were no longer allowed to verify eligibility before providing care,The 270 transaction was replaced by a new standard,,,B,"HIPAA operating rules effective January 1, 2013, require health plans to respond to eligibility inquiries in real time, including deductible, co-pay, and coinsurance information.",
hlthcr,5. How It All Connects,Q-CRS-078,mc,"A healthcare clearinghouse handles PHI when processing claims. Under HIPAA, what obligation does this create?",The clearinghouse must delete all PHI within 24 hours,The clearinghouse must protect PHI as a HIPAA covered entity,The clearinghouse is exempt from HIPAA because it does not provide care,The clearinghouse must obtain patient authorization before forwarding each claim,,,B,Clearinghouses are one of the three types of HIPAA covered entities and must protect PHI under the Privacy Rule.,
hlthcr,5. How It All Connects,Q-CRS-079,mc,A provider shares a patient's lab results with a specialist to coordinate treatment. Does this require the patient's written authorization under HIPAA?,"Yes, written authorization is always required before sharing any PHI","No, sharing PHI for treatment is permitted under the TPO exception without patient authorization","Yes, but only if the specialist is out of network","No, because lab results are not considered PHI",,,B,"Under HIPAA, covered entities may share PHI for treatment, payment, and health care operations (TPO) without patient authorization. Coordinating care with a specialist falls under treatment.",
hlthcr,5. How It All Connects,Q-CRS-080,mc,HIPAA's Administrative Simplification provisions mandate standard formats for which of the following?,Only claims submission (837),"Claims (837), remittance (835), eligibility (270/271), claim status (276/277), and referral authorization (278)",Only eligibility verification (270/271) and remittance advice (835),Only transactions between government programs like Medicare and Medicaid,,,B,HIPAA's Administrative Simplification provisions mandate standard electronic formats for all of these key transaction types.,
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-001,tf,"Medicare eligibility is based mainly on age (65 and older), while Medicaid eligibility is based mainly on income.",,,,,,,True,"Medicare is primarily for people 65+, whereas Medicaid eligibility is based on income and household size.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-002,tf,Medicaid is primarily intended for people with low income.,,,,,,,True,"Medicaid provides health coverage to eligible low-income adults, children, pregnant women, elderly adults, and people with disabilities.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-003,tf,Medicare's basic rules are set separately by each individual state.,,,,,,,False,"Medicare is a purely federal program administered nationwide by CMS, so its basic rules are the same in every state.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-004,tf,Medicaid is funded jointly by the federal government and the states.,,,,,,,True,Medicaid is a joint federal-state program; the federal share is set by the Federal Medical Assistance Percentage (FMAP).,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-005,tf,"Medicare is administered nationwide by CMS, a federal agency within HHS.",,,,,,,True,"Medicare is administered by the Centers for Medicare & Medicaid Services (CMS), a federal agency within HHS.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-006,tf,Original Medicare is the main program that pays for long-term nursing home (custodial) care.,,,,,,,False,"Medicaid, not Medicare, is the primary payer for long-term services and supports; Original Medicare generally does not cover long-term custodial care.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-007,tf,Medicaid is the primary payer for long-term services and supports in the United States.,,,,,,,True,"Medicaid is the nation's primary payer for long-term services and supports (LTSS), including nursing home care.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-008,tf,"Parts A, B, C, and D are all parts of Medicare.",,,,,,,True,"Medicare has four parts: A (hospital), B (medical), C (Medicare Advantage), and D (prescription drugs).",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-009,tf,"Medicaid is divided into Part A and Part B, just like Medicare.",,,,,,,False,Medicaid does not use the lettered Part A/B/C/D structure; that structure belongs to Medicare. Medicaid's companion program for children is CHIP.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-010,tf,Medicare Part C (Medicare Advantage) plans are offered by private companies approved by Medicare.,,,,,,,True,Medicare Advantage (Part C) is an alternative to Original Medicare offered by Medicare-approved private companies.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-011,tf,CHIP provides low-cost health coverage to children.,,,,,,,True,The Children's Health Insurance Program (CHIP) provides low-cost coverage to children in families that earn too much for Medicaid but cannot afford private insurance.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-012,tf,A person can be enrolled in both Medicare and Medicaid at the same time.,,,,,,,True,"People enrolled in both programs are called 'dually eligible' individuals, so a person can have both at once.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-013,tf,"For someone enrolled in both programs, Medicaid pays first and Medicare pays last.",,,,,,,False,"For dual eligibles, Medicare pays first for services it covers and Medicaid is generally the payer of last resort.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-014,tf,Medicare Part B requires a monthly premium.,,,,,,,True,Medicare Part B (Medical Insurance) requires a monthly premium; for 2026 the standard premium is $202.90.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-015,tf,"Because Medicaid is run by the states, eligibility and covered benefits can vary from state to state.",,,,,,,True,"Each state administers its own Medicaid program within federal rules, so eligibility details and benefits can vary by state.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-016,mc,Which program is primarily for people age 65 and older?,Medicare,Medicaid,CHIP,The Health Insurance Marketplace,,,A,Medicare is the federal program primarily for people age 65 and older.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-017,mc,Which program bases eligibility mainly on a person's income?,Medicare,Medicaid,Medicare Part C,Medicare Part D,,,B,Medicaid eligibility is based mainly on income and household size.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-018,mc,Which statement best describes how the two programs are administered?,Both are purely federal and uniform nationwide,Both are run entirely by the states,Medicare is federal and uniform; Medicaid is state-run and varies by state,Medicare is state-run; Medicaid is purely federal,,,C,"Medicare is administered federally by CMS (uniform nationwide), while Medicaid is administered by each state within federal rules (so it varies).",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-019,mc,How is Medicaid funded?,Entirely by the federal government,Entirely by state governments,Entirely by employer premiums,Jointly by the federal government and the states,,,D,"Medicaid is funded jointly by the federal government and the states, with the federal share set by the FMAP.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-020,mc,Which agency administers Medicare across the country?,The Centers for Medicare & Medicaid Services (CMS),Each state's health department,The Internal Revenue Service (IRS),Private insurance companies acting alone,,,A,"Medicare is administered nationwide by CMS, a federal agency within HHS.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-021,mc,Which program is the main payer for long-term nursing home care in the U.S.?,Medicare,Medicaid,CHIP,Commercial insurance,,,B,"Medicaid is the nation's primary payer for long-term services and supports, including nursing home care.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-022,mc,A patient needs several years of custodial nursing-home care. Which program is most likely to pay for it?,Medicare Part A,Medicare Part B,Medicaid,Medicare Part D,,,C,"Long-term custodial care is generally paid by Medicaid, the primary payer for long-term services and supports.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-023,mc,Which list correctly names the four parts of Medicare?,"Part 1, Part 2, Part 3, Part 4",Part A and Part B only,"Part A, Part B, Part C, Part D, and Part E","Part A, Part B, Part C, Part D",,,D,"Medicare has four parts: A, B, C, and D.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-024,mc,Medicare Part C is also known by what name?,Medicare Advantage,Medigap,Medicaid,CHIP,,,A,"Medicare Part C is also called Medicare Advantage, offered by Medicare-approved private companies.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-025,mc,What does Medicare Part D cover?,Inpatient hospital stays,Prescription drugs,Long-term nursing home care,Doctor office visits,,,B,Medicare Part D is optional prescription drug coverage offered through private companies approved by Medicare.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-026,mc,Which statement about Medicaid's structure is correct?,"Medicaid is divided into Parts A, B, C, and D like Medicare",Medicaid only covers prescription drugs,Medicaid has no lettered parts and pairs with CHIP for children,Medicaid is identical to Medicare,,,C,Medicaid does not use lettered parts; its companion program for children is CHIP.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-027,mc,Whom does CHIP primarily cover?,Adults age 65 and older,Military veterans,Large employers,Children in families that earn too much for Medicaid but cannot afford private insurance,,,D,CHIP provides low-cost coverage to children in families earning too much for Medicaid but unable to afford private insurance.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-028,mc,Which statement about cost is true?,Medicare Part B has a monthly premium,Medicare is always completely free,Medicare never charges any premiums,Only Medicaid charges premiums,,,A,"Medicare Part B requires a monthly premium ($202.90 in 2026), plus deductibles and coinsurance for many services.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-029,mc,"For a person with very low income, which program typically costs the patient little or nothing?",Medicare,Medicaid,A commercial PPO plan,Medicare Part C,,,B,Medicaid is designed for people with limited income and generally costs the beneficiary little or nothing.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-030,mc,People who are enrolled in both Medicare and Medicaid at the same time are called what?,Dependents,Subscribers,Dual eligibles,Self-pay patients,,,C,People enrolled in both Medicare and Medicaid are called dually eligible (or dual eligible) individuals.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-031,mc,"For a dual-eligible person, which program pays first for a covered service?",Medicaid,CHIP,The patient pays first,Medicare,,,D,"For dual eligibles, Medicare pays first for services it covers.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-032,mc,The phrase 'payer of last resort' for dual eligibles refers to which program?,Medicaid,Medicare,Commercial insurance,CHIP,,,A,"Medicaid is generally the payer of last resort, paying after Medicare and other coverage.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-033,mc,"For dual eligibles, Medicaid often helps pay which Medicare costs?",Nothing at all,Medicare premiums and cost-sharing,Only prescriptions bought outside the U.S.,Hospital meal charges only,,,B,"For dually eligible individuals, Medicaid helps pay Medicare premiums and cost-sharing and covers gaps like long-term care.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-034,mc,Which statement correctly contrasts the two programs?,Medicare is income-based; Medicaid is age-based,Both are age-based,Medicare is age-based; Medicaid is income-based,Both are income-based,,,C,"Medicare is based mainly on age (65+), while Medicaid is based mainly on income.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-035,mc,A financially well-off 70-year-old retiree is generally eligible for which program?,Medicaid,CHIP,Neither program,Medicare,,,D,"Medicare eligibility is based on age, so a 70-year-old qualifies regardless of income.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-036,mc,A low-income 30-year-old parent with little income might qualify for which program?,Medicaid,Medicare,Medicare Part B,Medicare Advantage,,,A,"Medicaid is income-based, so a low-income adult may qualify even though they are far from age 65.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-037,mc,A Medicare Advantage (Part C) plan typically bundles which coverage together?,Only Part A,"Part A, Part B, and usually Part D",Only prescription drugs,Only long-term care,,,B,Medicare Advantage plans are bundled and include Part A and Part B and usually Part D drug coverage.,basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-038,mc,Why can Medicaid benefits differ depending on the state you live in?,Because Medicaid is federally uniform,Because hospitals set Medicaid rules,Because each state runs its own Medicaid program within federal rules,Because benefits are priced by ZIP code,,,C,"Each state administers its own Medicaid program within federal requirements, so eligibility and benefits can vary.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-039,mc,Which program has essentially the same basic rules in every state?,Medicaid,CHIP,Employer-sponsored insurance,Medicare,,,D,"Medicare is federally administered by CMS, so its basic rules are uniform nationwide.",basic
hlthcr,6. Medicare vs. Medicaid: Telling Them Apart,Q-CON-040,mc,Which is a key difference in what the two programs cover?,"Medicaid, not Medicare, is the main payer for long-term care",Only Medicare covers doctor visits,Only Medicaid covers hospital stays,Neither program covers preventive care,,,A,"Both cover doctors and hospitals, but Medicaid is the primary payer for long-term care, which Original Medicare generally does not cover.",basic
